act_role,eng_title,evaluation_num,movie_link,quote,ranking,rating_num,title
"
                            导演: 迈克尔·贝 Michael Bay???主演: 肖恩·康纳利 Sean Connery / 尼古拉...",?/?The Rock,152933人评价,https://movie.douban.com/subject/1292728/,类型片的极致。 ,213,8.6,勇闯夺命岛
,,,,,,,
"
                            导演: 理查德·柯蒂斯 Richard Curtis???主演: 比尔·奈伊 Bill Nighy / 肯尼...",?/?The Boat That Rocked,174988人评价,https://movie.douban.com/subject/3007773/,生命不止，摇滚不死。,214,8.6,海盗电台
,,,,,,,
"
                            导演: Charles Chaplin???主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...",?/?City Lights,49560人评价,https://movie.douban.com/subject/1293908/,永远的小人物，伟大的卓别林。,215,9.2,城市之光
,,,,,,,
"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...",?/????????????????????????...???,504279人评价,https://movie.douban.com/subject/4739952/,黑小鸭速效美白记。,216,8.3,初恋这件小事
,,,,,,,
"
                            导演: 是枝裕和 Hirokazu Koreeda???主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...",?/?歩いても 歩いても,93707人评价,https://movie.douban.com/subject/2222996/,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,217,8.8,步履不停
,,,,,,,
"
                            导演: Quentin Tarantino???主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...",?/?Inglourious Basterds,241908人评价,https://movie.douban.com/subject/1438652/,昆汀同学越来越变态了，比北野武还杜琪峰。,218,8.4,无耻混蛋
,,,,,,,
"
                            导演: Michael Curtiz???主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...",?/?Casablanca,134854人评价,https://movie.douban.com/subject/1296753/,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,219,8.6,卡萨布兰卡
,,,,,,,
"
                            导演: 吴宇森 John Woo???主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...",?/?Face/Off,230723人评价,https://movie.douban.com/subject/1292659/,当发哥的风衣、墨镜出现在了凯奇身上??,220,8.4,变脸
,,,,,,,
"
                            导演: 理查德·林克莱特 Richard Linklater???主演: 伊桑·霍克 Ethan Hawke ...",?/?Before Midnight,128907人评价,https://movie.douban.com/subject/10808442/,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,221,8.8,爱在午夜降临前
,,,,,,,
"
                            导演: Steven Spielberg???主演: Henry Thomas / Dee Wallace / Robert MacNa...",?/?E.T.: The Extra-Terrestrial,167832人评价,https://movie.douban.com/subject/1294638/,生病的E.T.皮肤的颜色就像柿子饼。,222,8.5,E.T. 外星人
,,,,,,,
"
                            导演: 瑞奇·莫尔 Rich Moore???主演: 约翰·C·赖利 John C. Reilly / 萨拉...",?/?Wreck-It Ralph,203641人评价,https://movie.douban.com/subject/6534248/,迪士尼和皮克斯拿错剧本的产物。,223,8.6,无敌破坏王
,,,,,,,
"
                            导演: Stanley Kubrick???主演: Malcolm McDowell / Patrick Magee / Michael...",?/?A Clockwork Orange,199996人评价,https://movie.douban.com/subject/1292233/,我完全康复了。,224,8.5,发条橙
,,,,,,,
"
                            导演: 宁浩 Hao Ning???主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin",?/?Crazy Stone,349656人评价,https://movie.douban.com/subject/1862151/,中国版《两杆大烟枪》。,225,8.3,疯狂的石头
,,,,,,,
"
                            导演: Sergio Leone???主演: Clint Eastwood / Eli Wallach / Lee Van Cleef","?/?Il buono, il brutto, il cattivo.",56650人评价,https://movie.douban.com/subject/1401118/,最棒的西部片。,226,9.1,黄金三镖客
,,,,,,,
"
                            导演: 是枝裕和 Hirokazu Koreeda???主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...",?/?海街diary,150992人评价,https://movie.douban.com/subject/25895901/,,227,8.7,海街日记
,,,,,,,
"
                            导演: 萨姆·门德斯 Sam Mendes???主演: 凯文·史派西 Kevin Spacey / 安妮特...",?/?American Beauty,199722人评价,https://movie.douban.com/subject/1292062/,每个人的内心都是深不可测的大海。 ,228,8.5,美国丽人
,,,,,,,
"
                            导演: 西恩·潘 Sean Penn???主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...",?/?Into the Wild,137071人评价,https://movie.douban.com/subject/1905462/,出门必备：本草纲目。,229,8.6,荒野生存
,,,,,,,
"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud???主演:...",?/?Le peuple migrateur,54659人评价,https://movie.douban.com/subject/1292281/,最美的飞翔。,230,9.1,迁徙的鸟
,,,,,,,
"
                            导演: 安东尼·明格拉 Anthony Minghella???主演: 拉尔夫·费因斯 Ralph Fien...",?/?The English Patient,184924人评价,https://movie.douban.com/subject/1291853/,"In memory, love lives forever...",231,8.5,英国病人
,,,,,,,
"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit???主演: 艾米丽·芭尔多尼 Em...",?/?Coherence,203172人评价,https://movie.douban.com/subject/25807345/,小成本大魅力。,232,8.4,彗星来的那一夜
,,,,,,,
"
                            导演: 汤姆·霍珀 Tom Hooper???主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...",?/?The King's Speech,367108人评价,https://movie.douban.com/subject/4023638/,皇上无话儿。,233,8.3,国王的演讲
,,,,,,,
"
                            导演: 爱德华·兹威克 Edward Zwick???主演: 莱昂纳多·迪卡普里奥 Leonardo ...",?/?Blood Diamond,146358人评价,https://movie.douban.com/subject/1428175/,每个美丽事物背后都是滴血的现实。,234,8.5,血钻
,,,,,,,
"
                            导演: 布莱恩·辛格 Bryan Singer???主演: 史蒂芬·鲍德温 Stephen Baldwin /...",?/?The Usual Suspects,126247人评价,https://movie.douban.com/subject/1292214/,我不信仰上帝，但我敬畏上帝。,235,8.6,非常嫌疑犯
,,,,,,,
"
                            导演: 托马斯·麦卡锡 Thomas McCarthy???主演: 马克·鲁弗洛 Mark Ruffalo /...",?/?Spotlight,140549人评价,https://movie.douban.com/subject/25954475/,,236,8.8,聚焦
,,,,,,,
"
                            导演: 岩井俊二 Shunji Iwai???主演: 恰拉 Chara / 伊藤步 Ayumi Ito / 三上...",?/?スワロウテイル,113056人评价,https://movie.douban.com/subject/1307793/,现实与童话交相辉映的旅程。,237,8.6,燕尾蝶
,,,,,,,
"
                            导演: 加文·欧康诺 Gavin O'Connor???主演: 汤姆·哈迪 Tom Hardy / 乔尔·...",?/?Warrior,93388人评价,https://movie.douban.com/subject/3217169/,热血沸腾，相当完美的娱乐拳击大餐。,238,8.9,勇士
,,,,,,,
"
                            导演: 彼得·维纳 Peter Werner???主演: 詹姆斯·沃克 James Wolk / 特里特·...",?/?Front of the Class,116597人评价,https://movie.douban.com/subject/4798888/,乐观比一切都有力量。,239,8.6,叫我第一名
,,,,,,,
"
                            导演: 大卫·林奇 David Lynch???主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...",?/?Mulholland Dr.,252424人评价,https://movie.douban.com/subject/1292217/,大卫·林奇的梦境迷宫。,240,8.3,穆赫兰道
,,,,,,,
"
                            导演: 罗伯·莱纳 Rob Reiner???主演: 杰克·尼科尔森 Jack Nicholson / 摩根...",?/?The Bucket List,143245人评价,https://movie.douban.com/subject/1867345/,用剩余不多的时间，去燃烧整个生命。,241,8.5,遗愿清单
,,,,,,,
"
                            导演: 杜琪峰 Johnnie To???主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...",?/?鎗火,108331人评价,https://movie.douban.com/subject/1300741/,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,242,8.6,枪火
,,,,,,,
"
                            导演: 秋昌民 Chang-min Choo???主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...",?/???? ?????,63958人评价,https://movie.douban.com/subject/5908478/,你要相信，这世上真的有爱存在，不管在什么年纪 ,243,9,我爱你
,,,,,,,
"
                            导演: 雷德利·斯科特 Ridley Scott???主演: 乔什·哈奈特 Josh Hartnett / ...",?/?Black Hawk Down,128026人评价,https://movie.douban.com/subject/1291824/,还原真实而残酷的战争。,244,8.6,黑鹰坠落
,,,,,,,
"
                            导演: Jamie Uys???主演: Marius Weyers / Sandra Prinsloo / N!xau",?/?The Gods Must Be Crazy,102737人评价,https://movie.douban.com/subject/1297478/,纯净原始的笑与感动。,245,8.6,上帝也疯狂
,,,,,,,
"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis???主演: 汤姆·汉克斯 Tom Hanks / ...",?/?Cast Away,147197人评价,https://movie.douban.com/subject/1298653/,一个人的独角戏。,246,8.5,荒岛余生
,,,,,,,
"
                            导演: Alan Parker???主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...",?/?The Life of David Gale,103653人评价,https://movie.douban.com/subject/1305725/,捍卫人权只是信仰，一点不妨碍其行为的残忍。,247,8.6,大卫·戈尔的一生
,,,,,,,
"
                            导演: 安德鲁·尼科尔 Andrew Niccol???主演: 伊桑·霍克 Ethan Hawke / 乌玛...",?/?Gattaca,94880人评价,https://movie.douban.com/subject/1300117/,一部能引人思考的科幻励志片。,248,8.7,千钧一发
,,,,,,,
"
                            导演: 斯坦利·库布里克 Stanley Kubrick???主演: 凯尔·杜拉 Keir Dullea / ...",?/?2001: A Space Odyssey,103298人评价,https://movie.douban.com/subject/1292226/,现代科幻电影的开山之作，最伟大导演的最伟大影片。,249,8.7,2001太空漫游
,,,,,,,
"
                            导演: 易智言 Chih-yen Yee???主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...",?/?藍色大門,286959人评价,https://movie.douban.com/subject/1308575/,青春的窃窃私语。 ,250,8.3,蓝色大门
